title,genre,year,netflix
슈렉 포에버,영화,2010,수상: 1 win & 13 nominations.
슈렉 2,영화,2004,수상: Nominated for 2 Oscars. Another 18 wins & 50 nominations.
숏텀 12,영화,2013,수상: 36 wins & 71 nominations.
숍킨스: 세계 여행을 떠나요,영화,2017,비행기에 올라 전 세계를 누비는 숍킨과 쇼피들. 사라진 친구 쿠키 쿠키랑 도둑맞은 다이아몬드를 찾아다니는 중이랍니다. 다들 자리에 앉아 집중! 두 눈이 휘둥그레지는 짜릿한 모험이 펼쳐질 테니까요.
숍킨스: 정글 구조대,영화,2018,인기 스타 등장! 모두가 좋아하는 영화배우 스칼렛타 가토를 만난 숍빌 친구들. 꿈에 그리던 연예인과 이야기를 나누게 되어 무척 신이 났어요. 신비로운 정글 세계 '포빌'로 떠나는 임무도 맡게 된다네요. 함께 탐험에 나서볼까요?
숍킨스: 최고의 요리사,영화,2016,마을에 새로운 친구 페파민트가 왔어요! 게다가 새로운 요리 클럽도 생겼답니다. 클럽에 들어가기 위해 요리 솜씨를 뽐내는 숍킨과 쇼피들. 누가 만든 음식이 제일 맛있을지 지켜보세요! 숍빌 친구들의 흥미진진한 하루가 시작됩니다.
셔커스: 잃어버린 필름을 찾아서,영화 NETFLIX ORIGINAL,2018,수상: 8 wins & 30 nominations.
사일런트 레이크,영화 NETFLIX ORIGINAL,2017,"은행 강도를 쫓는 보안관. 그가 자신의 형을 포함한 세 명의 강도를 상대로 정의를 실현한다. 시간을 역주행하면서 전개되는, 무겁고도 경쾌한 범죄 스릴러."
셜록홈즈: 그림자 게임,영화,2011,수상: 3 wins & 11 nominations.
셜록 홈즈,영화,2009,수상: Nominated for 2 Oscars. Another 10 wins & 29 nominations.
집행자: 목자이자 도살자,영화,2016,수상: 5 wins & 15 nominations.
매직울프,영화,2016,수상: 5 nominations.
잠복근무,영화,2005,겁 없는 여형사는 고등학생으로 위장해 잠복근무를 하면서 행방이 묘연한 조직폭력배의 딸과 친구가 된다.
She's Beautiful When She's Angry,영화,2014,수상: 2 nominations.
우리가 꿈꾼 하늘,영화,2015,수상: 2 wins & 5 nominations.
샤크,영화,2004,수상: Nominated for 1 Oscar. Another 3 wins & 15 nominations.
빚나는 특공대,영화,2002,수상: 1 win.
샤이탄,영화,2011,수상: 5 wins & 13 nominations.
샤히드,영화,2012,수상: 9 wins & 7 nominations.
섹스 앤 더 시티,영화,2008,우정과 화려한 패션 그리고 비싼 칵테일이라면 이들은 가슴 아픈 이별은 물론 무슨 일이든 견뎌낼 수 있다.
섹스 앤 더 시티 2,영화,2010,수상: 8 wins & 9 nominations.
동영상 유출 사건,영화,2014,수상: 2 wins & 3 nominations.
7번째 아들,영화,2014,수상: 2 wins & 1 nomination.
티벳에서의 7년,영화,1997,수상: Nominated for 1 Golden Globe. Another 3 wins & 7 nominations.
쎄븐,영화,1995,수상: Nominated for 2 Oscars. Another 5 wins & 6 nominations.
세스 로건: 웃음의 마법으로,영화 NETFLIX ORIGINAL,2018,"세스 로건과 웃기는 친구들이 모였다. 스탠드업에 막간극도 모자라 음악과 영상까지. 없는 거 빼고 다 있는 버라이어티 코미디 스페셜! 이런 구경, 딴 데서는 못합니다."
즉일계정,영화,2008,수상: 3 wins & 1 nomination.
거인,영화,2014,고아도 아닌 17살 소년이 보호시설에 간 이유는 뭘까. 거인이 되어야만 하는 소년의 숨찬 인생. 시설을 떠나야 할 시간이 오면서 소년의 작은 가슴엔 큰 응어리가 자란다.
상사에 대처하는 로맨틱한 자세,영화 NETFLIX ORIGINAL,2018,"상사들은 모르고, 비서들만 아는 큐피드 대작전! 일중독 상사들 밑에서 한시라도 벗어나고픈 두 비서가 뭉쳤다. 부디 우리 상사들이 서로에게 눈멀게 해주세요, 네?"
서펀트: 죽음의 협곡,영화,2017,수상: 2 wins.
세레니티,영화,2005,수상: 9 wins & 9 nominations.
세레나,영화,2014,수상: 1 win.
서울역,영화,2016,수상: 1 win & 3 nominations.
센스 앤 센서빌리티,영화,1995,수상: Won 1 Oscar. Another 32 wins & 49 nominations.
세나: F1의 신화,영화,2010,수상: Won 2 BAFTA Film Awards. Another 18 wins & 19 nominations.
세상의 끝까지 21일,영화,2012,수상: 3 nominations.
글로리아 올레드: 약자 편에 선다,영화 NETFLIX ORIGINAL,2018,수상: 2 nominations.
뉴욕 살인 사건,영화,1989,"앞을 못 보는 월리와 귀가 안 들리는 데이브. 어느 날 둘이 일하는 가판대 앞에서 살인 사건이 일어나고, 경찰은 엉뚱하게도 둘을 체포한다."
시큐리티,영화,2017,"쇼핑몰 경비실에 취직한 첫날, 갱단에 쫓겨 쇼핑몰로 도망쳐온 소녀를 숨겨줬다가 갱단과 살벌한 전쟁이 벌어진다. 이래 봬도 해병대 출신 경비원. 소녀여, 너는 내가 지킨다!"
Sector 7,영화,2011,
런던탑의 비밀,영화,2013,이 프로그램은 처음에는 왕궁이었으나 나중에 감옥이 되었다가 마지막으로는 무기고와 화폐주조소로 사용된 런던 타워에 대한 역사 속 이야기를 살펴 보자.
스코틀랜드 야드의 비밀,영화,2013,세계에서 가장 오래된 경찰본부이자 범죄 해결의 대명사인 런던 경시청의 유명한 사건들과 역사를 찬찬히 되짚어 본다.
하이클레어성의 비밀,영화,2013,"""다운튼 애비""의 배경으로 알려진 하이클레어성은 실제로 귀족들과 하인들의 집이었으며, 다채로운 역사를 가지고 있다."
여왕 폐하 첩보기관의 비밀,영화,2014,이 도큐멘터리는 세계에서 가장 오래된 첩보기관인 영국 첩보부의 100년 이상에 걸친 첩보원들과 작전활동을 조명합니다.
귀신온천여관,영화,2018,수상: 2 wins & 7 nominations.
Secret Sunshine,영화,2007,수상: 19 wins & 14 nominations.
비밀애,영화,2010,수상: 3 nominations.
Secret,영화,2009,수상: 2 wins & 2 nominations.
서배스천 매니스캘코: 헝그리 정신,영화 NETFLIX ORIGINAL,2019,괴팍한 생활의 지혜부터 짜증 나는 상황 대처법까지. 서배스천 매니스캘코의 신랄한 인생 특강이 시작된다. 유감천만 세상사를 아재의 눈으로 해부하는 코미디 스페셜.
펜트하우스 코끼리,영화,2009,수상: 1 nomination.
스카우트,영화,2007,"선동열, 넌 내 거야! 괴물 투수 스카우트하러 광주로 내려온 남자. 숱한 방해 공작 속에서 스카우트 전쟁을 벌이고 옛 연인과 재회도 하는 사이, 시내 상황은 혼란스러워진다."
스쿠비-두 2 : 몬스터 대소동,영화,2004,수상: 1 win & 4 nominations.
Scooby-Doo,영화,2002,수상: 5 wins & 14 nominations.
P짱은 내 친구,영화,2008,수상: 3 wins & 1 nomination.
마담 뺑덕,영화,2014,수상: 1 win & 3 nominations.
Saving Private Ryan,영화,1998,수상: Won 5 Oscars. Another 74 wins & 74 nominations.
세이빙 미스터우,영화,2015,수상: 1 win & 4 nominations.
세이빙 MR.뱅크스,영화,2013,수상: Nominated for 1 Oscar. Another 14 wins & 72 nominations.
로버트 라이시의 자본주의를 구하라,영화 NETFLIX ORIGINAL,2017,수상: 1 nomination.
뱅크시를 구하라,영화,2017,그라피티 아티스트 뱅크시의 작품을 무허가로 판매하는 이들에 초점을 맞추어 길거리 예술과 부당 이득 사이의 논쟁을 다룬 다큐멘터리.
지구를 지켜라!,영화,2005,수상: 17 wins & 2 nominations.
파괴자들,영화,2012,수상: 7 nominations.
인도차이나의 전설,영화,2017,"1959년 인도차이나, 강제 수용소에 갇혀 투견 노릇을 하며 살아가는 전직 권투 선수. 언젠가는 자유를 되찾고 원수를 갚겠다는 실낱같은 희망을 붙든 채 삶을 버텨낸다."
사탄을 찾아서,영화,2016,코첼라 페스티벌로 향하던 네 명의 대학생. 호기심에 들른 과거 범죄 현장에서 끔찍한 일이 벌어지면서 여행은 물론 목숨까지 위협받는 상황에 놓인다.
가문의 법칙,영화,2005,수상: 2 wins & 5 nominations.
Sarajevo,영화,2014,수상: 5 nominations.
세라 실버먼: 티끌 한 점,영화 NETFLIX ORIGINAL,2017,갑작스런 병으로 죽다 살아난 세라 실버먼이 그 후 처음으로 선보이는 스탠드업 코미디. 웃긴 팩트와 서글픈 진실에 아찔한 경험까지 넘나드는 입심이 돋보인다.
산타팩맨의 행복한 열매 데이,영화,2016,"일 년 중 가장 행복한 날인 베리 데이를 지키려는 팩. 부모님에 관한 수수께끼를 풀고, 산타팩을 붙잡아두려는 비트레이어스의 계획을 막아야 한다."
샌드 스톰,영화 NETFLIX ORIGINAL,2016,수상: 15 wins & 17 nominations.
샌드 캐슬,영화 NETFLIX ORIGINAL,2017,2003년 미국의 이라크 침공 후 적대감만 남은 마을. 한 소대에 이곳의 수도를 수리하라는 명령이 떨어진다. 이를 마지못해 따라간 이병을 기다리는 것은 무엇이었을까.
산피에트로 전투,영화,1945,수상: 1 win.
샘 워즈 히어: 살인 마을,영화,2016,"인적 없는 사막의 한 마을에 묵게 된 세일즈맨. 아내도 통 연락이 되지 않고 라디오 진행자의 목소리만 끝없이 들려온다. 철저하게 고립된 남자, 난 대체 어디에 있는 것인가."
Salut d'Amour,영화,2015,
샤헤브 비비 골람,영화,2016,"매력적인 택시 운전사와 암살자가 된 전직 경찰, 그리고 가정주부와 창녀를 오가는 여자가 기묘하고 폭력적인 콜카타의 오후를 함께 겪는다."
사하라,영화 NETFLIX ORIGINAL,2017,수상: 2 wins & 5 nominations.
사쿠라다 리셋 후편,영화,2017,"사쿠라다 마을의 '능력 연속 폭발' 사건 후, 엄청난 계획을 진행하기 시작한 관리국. 곧 모든 능력이 사라지게 되는 걸까? 유일한 희망은 모든 기억을 고스란히 지닌 케이. 능력자의 마을 사쿠라다를 지키기 위한 그의 분투가 시작된다!"
사쿠라다 리셋 전편,영화,2017,"주민 대부분이 특별한 능력을 가진 마을. 2년 전, 기억 보유 능력자 케이와 리셋 능력자 하루키는 친구 하나를 잃었다. 그리고 지금, 자신들이 지닌 능력을 사용해 모든 걸 되돌리려 한다. 그때 그 일의 결과를, 그로 인한 아픔을."
세이프 하우스,영화,2012,수상: 1 win & 7 nominations.
오직 그대만: 터키 리메이크,영화,2014,권투 선수 출신의 한 남자가 시각 장애를 가진 여자와 사랑에 빠지면서 새로운 삶을 시작하지만 남자의 어두운 과거는 두 연인을 위험으로 몰고 간다.
Sabrás qué Hacer Conmigo,영화,2015,수상: 5 nominations.
Sabrina,영화 NETFLIX ORIGINAL,2018,수상: Won 1 Oscar. Another 5 wins & 8 nominations.
SPF-18,영화,2017,"핫한 남자친구가 있는 수줍은 십 대 소녀 앞에 묘한 분위기의 뮤지션이 등장했다. 어쩌지, 이 갈팡질팡하는 마음을? 말리부의 뜨거운 해변에서 화려하게 불타오르는 청춘들의 사랑과 우정. 조심해, 진짜 활활 타버릴지도 모르니까."
"로봇, 소리",영화,2016,"10년 전 실종된 딸을 찾는 아버지. 그에게 딸을 찾을 마지막 희망이 나타났다. 세상 모든 소리의 위치를 파악하는 로봇. 우리 딸 목소리가 들리는 곳, 찾을 수 있지?"
스모쉬: 더 무비,영화,2015,앤소니는 10대 시절 첫사랑이 자신의 민망한 유튜브 동영상을 보지 못하도록 친구 이안과 함께 가상 세계로 들어가 동영상을 바꿔야 한다.
SM Town: The Stage,영화,2015,"SM엔터테인먼트의 글로벌 무대가 시작된다! K-pop을 대표하는 보아, 엑소, 레드벨벳 등이 펼치는 화려한 공연과 무대 뒤 모습, 감동 인터뷰까지. 팬심 저격 종합선물세트!"
찰칵! 사진으로 만나는 로큰롤의 태동기,영화,2016,수상: 1 nomination.
S.W.A.T. 특수기동대,영화,2003,수상: 5 wins & 5 nominations.
라이언 해밀턴의 해피 페이스,영화 NETFLIX ORIGINAL,2017,"아이다호 산지 직송 개그가 왔다. 시골 사람 도시 오니 모든 게 이상해, 본 대로 느낀 대로 말하니 그것이 코미디. 뉴욕이 흠뻑 빠진 그 남자, 라이언 해밀턴을 만나세요!"
루스탐,영화,2016,"훈장을 받은 해군장교가 아내의 내연남을 살해한 후 세기의 재판이 진행되고, 이것이 우발적인 사건인지 계획적 살인인지에 전 국민의 관심이 쏠린다."
러셀 피터스: 노토리어스,영화 NETFLIX ORIGINAL,2013,세계적인 코미디 스타 러셀 피터스는 호주 시드니에서 진행한 파격적인 스탠드업 쇼에서 인종적 또는 문화적 고정관념을 두루 풍자한다.
러셀 피터스: 거의 유명해지다,영화 NETFLIX ORIGINAL,2016,코미디의 강자가 고향 토론토를 찾았다. 문화권별 유머에서부터 아이들 가구 조립과 화장실 이야기까지 너무나 인간적이어서 폭소가 멈추지 않는 과감한 입담의 개그쇼.
러셀 하워드: 이게 정상입니까,영화 NETFLIX ORIGINAL,2017,"거침없이, 신랄하게! 정치, 미디어, 포르노, 그 무엇이든 러셀 하워드에겐 우스꽝스러운 광경. 그중 제일 엉망인 건 나네? 절망과 희망을 넘나드는 영국식 코미디가 온다!"
러시아워 3,영화,2007,수상: 9 nominations.
러시: 더 라이벌,영화,2013,수상: Nominated for 2 Golden Globes. Another 6 wins & 63 nominations.
Running Wild,영화,2006,
거북이 달린다,영화,2009,수상: 1 win & 5 nominations.
러닝 스케어드,영화,2006,수상: 4 nominations.
그녀가 모르는 그녀에 관한 소문,영화,2005,"여동생의 결혼식에 참석하려고 캘리포니아로 향한 사라는 그곳에서 영화 ""졸업""의 이야기가 자기 가족의 실화를 바탕으로 한 것이라는 소문을 듣는다."
연애의 목적,영화,2005,수상: 6 wins & 2 nominations.
루디 이야기,영화,1993,수상: 2 wins & 1 nomination.
루드라마데비,영화,2015,수상: 4 wins.
지금부터 들려줄게 록샌의 이야기,영화 NETFLIX ORIGINAL,2018,수상: 1 win & 4 nominations.
로리 스코벨: 내 생애 첫 스탠드업 코미디,영화 NETFLIX ORIGINAL,2017,로리 스코벨이 애틀랜타에서 고유의 산만한 토크로 관중을 사로잡는다. '자살이 목숨을 구했어' 등의 역설과 '트럼프 당선의 이점' 등 그의 신선하고 코믹한 세계관을 들어본다.
론 화이트: 안 듣고 배기나,영화 NETFLIX ORIGINAL,2018,"무대 중앙에 시가 연기가 퍼지면, 그의 공연이 시작된다. 냉소적이고 거침없는 남자 론 화이트. 이야기의 주제? 아무렴 어때, 한 손에 술이 가득 채워진 잔을 들고 있잖아."
로미나,영화,2018,수상: 1 nomination.
로맨틱 코미디? 2: 싱글은 이제 안녕,영화,2013,남자친구 젬에게서 청혼을 받아내려고 온갖 방법을 시도하는 디뎀. 그러나 정작 젬은 매력적인 동료 여배우와 비밀 총각파티에만 정신이 팔렸다.
로맨틱 코미디?,영화,2010,삶이 따분해진 어느 날 친구의 결혼식에서 깨달음을 얻는 에스라. 당장 일을 그만두고 남자친구도 정리하자 로맨틱한 사고가 잇달아 벌어진다.
로맨틱 헤븐,영화,2011,수상: 1 win & 2 nominations.
"로만 J 이스라엘, 에스콰이어",영화,2017,"꿈과 이상을 좇는 변호사. 멋대로 말하고 행동하지만 정의 구현을 향한 열정 하나는 누구보다 뜨거운데. 그러던 어느 날, 그의 평범한 삶을 뒤흔드는 사건이 발생하고. 눈앞에 던져진 도덕적, 윤리적 문제 앞에서 굳은 신념마저 뒤흔들릴까."
롤링스톤즈: 크로스파이어 허리케인,영화,2012,블루스에 심취한 십대에서 로큰롤의 전설이 되기까지 롤링 스톤스가 걸어온 발자취를 과거 영상과 최근 인터뷰로 엮은 다큐멘터리.
사람 만들기,영화,2008,차라리 감옥 갈래! 어쩌다 사고를 친 두 남자가 사회봉사 명령을 받고 아이들의 멘토 노릇을 하게 된다. 엉뚱방뚱한 아이들과 얽힌 두 사람. 이제 진땀 뻘뻘 흘릴 일만 남았다?
로드니 킹,영화 NETFLIX ORIGINAL,2017,수상: 1 nomination.
로드니 캐링턴: 정리하고 왔습니다,영화 NETFLIX ORIGINAL,2017,"내가 살찐 비결은? 이혼이라네! 40금 유머의 대가이자 뮤지션인 로드니 캐링턴. 그가 섹스와 남녀 관계를 조롱한다. 그만 듣고 싶겠지만, 당신은 이미 빠져버렸다!"
로데오와 줄리엣,영화,2015,"가족 목장에 처음 방문한 젊은 도시녀는 시골 생활에 적응하느라 힘들어하지만, 배럴 경주를 가르쳐주는 훈훈한 카우보이에게 큰 도움을 받는다."
록키 핸섬,영화,2016,은둔형 외톨이 전당포 주인. 어느 날 마약 중독자인 이웃의 딸이 위험한 폭력 집단에 납치되자 복수를 계획한다.
로봇전쟁,영화,2015,수상: 2 wins.
로빈 훗,영화,1991,수상: Nominated for 1 Oscar. Another 16 wins & 22 nominations.
못 말리는 로빈 훗,영화,1993,수상: 1 nomination.
로빈 후드,영화,2010,수상: 1 win & 14 nominations.
River Road,영화,2014,수상: 1 win & 2 nominations.
리스크,영화,2017,수상: 4 nominations.
혹성탈출: 진화의 시작,영화,2011,수상: Nominated for 1 Oscar. Another 21 wins & 42 nominations.
가디언즈,영화,2012,수상: Nominated for 1 Golden Globe. Another 14 wins & 31 nominations.
리파겐,영화,2016,"실화를 바탕으로 한 이 영화에서는 2차 대전 중, 숨어 있는 유대인들을 갈취하고 수백 명을 죽음의 수용소로 팔아넘긴 네덜란드의 전범, 안드레스 리파겐의 일생을 다룬다."
링스,영화,2017,의문의 비디오테이프. 누구든 그 안의 영상을 본 자는 7일 후 반드시 죽는다! 이 기이한 현상에 관심을 가진 한 대학교수가 학생들을 모아 위험한 실험을 시작한다. 그리곤 영상 속 진실 혹은 저주의 실체에 한 걸음씩 다가가는데.
Righteous Ties,영화,2006,
리키 저베이스: 인간이 싫어,영화 NETFLIX ORIGINAL,2018,"나이 드는 것도 억울하고, 유명세도 짜증 나. 세상은 갈수록 말세! 7년 만에 무대로 돌아온 리키 저베이스. 그가 한층 업그레이드된 심술보를 장전하고 나타났다."
리처드 프라이어: 라이브 인 콘서트,영화,1979,수상: 1 nomination.
레제타,영화,2012,수상: 3 wins & 5 nominations.
화장,영화,2014,수상: 1 win.
제인 로 케이스 뒤집기,영화 NETFLIX ORIGINAL,2018,"1973년 미국, 여성의 낙태 결정권이 헌법으로 보장된다. 이름하여 로 대 웨이드 판결. 그 결정을 뒤집기 위한 끈질긴 정치적 시도를 다각도에서 조명하는 다큐멘터리."
리벤져,영화,2018,사형선고를 받고 인도양의 AP 101에 영구 격리된 남자. 특수 경찰이었던 그는 대체 무슨 범죄를 저지른 것일까. 악마들이 들끓는 죽음의 섬에서 피의 복수가 시작된다.
소림용문방,영화,1980,"폭력배를 고용해 임금을 깎아버린 악덕 공방. 이에 대항하려는 노동자들이 삼류 사기꾼에게 연기를 시키지만 들통나고 만다. 이후 관련자들의 처벌에 죄책감을 느낀 사기꾼, 무술을 배우고자 소림사로 향하는데. 과연 고수로 거듭날 것인가."
리턴 투 센더,영화,2015,"모든 게 완벽해 보였던 간호사. 집에 들인 낯선 남자에게 성폭행을 당한 후, 삶이 엉망이 된다. 감옥에 갇힌 범인에게 계속 편지를 보내는 그녀, 대체 무슨 생각을 하는 걸까."
작전명 서핑,영화 NETFLIX ORIGINAL,2017,수상: 2 wins.
피트니스 스캔들,영화,2015,수상: 5 nominations.
레스트레포,영화,2010,"15개월에 걸친 생생한 전쟁의 기록. 저널리스트와 사진작가가 아프가니스탄 최전선에 머물며 실제 전투, 현지 상황 등 전쟁의 실상을 무서우리만큼 현실적으로 포착했다."
그녀의 춤은 끝나지 않았다,영화,2016,수상: 1 nomination.
레니게이드,영화,1989,수상: 1 win & 1 nomination.
리인카네이티드,영화,2012,수상: 1 nomination.
레인 오브 파이어,영화,2002,수상: 1 win & 3 nominations.
리그레션,영화,2015,수상: 1 win & 2 nominations.
레지 와츠: 스페이셜,영화 NETFLIX ORIGINAL,2016,"혁신적인 엔터테이너 레지 와츠가 총기와 마약, 남부 사람에 관한 통념 등을 소재로 한 토크를 실험적인 노래와 스캣으로 버무린 즉흥 코미디 쇼."
난민,영화,2016,수상: 11 wins & 10 nominations.
붉은 숲,영화,2017,"머나먼 브라질에서 유대인 부녀가 체코를 찾아왔다. 다시 만난 고향에서 기억을 더듬는 아버지를 통해, 역사의 격랑에 휩쓸려야 했던 서글픈 가족사가 모습을 드러낸다."
레드카펫,영화,2014,흥행 대박을 꿈꾸는 성인영화 감독은 사회 부적응자 3명과 손잡고 정상급 여배우를 유혹해 자신의 새 영화에 출연시키려 한다.
리커버리 보이즈,영화 NETFLIX ORIGINAL,2018,웨스트버지니아에 아주 특별한 농장이 있다. 그들이 돌보고 키우는 건 다름 아닌 자기 자신! 한때 삶을 포기하고 약물에 중독됐던 네 명의 청년들이 작은 기적에 도전한다.
진짜 사나이 레제프 2,영화,2009,얼간이 레제프는 편찮은 할머니의 소원을 들어 드리기 위해 일자리를 얻고 신붓감을 구하려 한다.
진짜 사나이 레제프 4,영화,2014,유소년 축구팀 훈련에 쓰던 공터를 하루아침에 잃은 코치 레제프는 서바이벌 TV 쇼에 나가 상금을 타서 공터를 되찾겠다는 허황된 계획에 돌입한다.
진짜 사나이 레제프 3,영화,2010,할머니를 잃고 슬픈 나날을 보내던 레제프. 어느 날 마땅히 지낼 곳 없는 먼 여자 친척을 집으로 들이면서 그의 삶이 변하기 시작한다.
진짜 사나이 레제프,영화,2008,수상: 1 nomination.
환생,영화 NETFLIX ORIGINAL,2016,"평범한 가장인 카일의 옛 친구 잭은 그를 설득해 ""환생"" 세미나에 참가시키고, 이로 인해 카일의 인생은 유혹과 폭력이 난무하는 사이코드라마의 소용돌이에 휘말리게 된다."
리얼 스틸,영화,2011,수상: Nominated for 1 Oscar. Another 2 wins & 5 nominations.
리마스터드: 누가 밥 말리를 쏘았나,영화 NETFLIX ORIGINAL,2018,"1976년, 정치적 긴장이 고조되는 자메이카. 콘서트를 준비하던 가수 밥 말리가 총격을 당한다! 누가, 왜 평화의 상징을 암살하려 한 것일까? 그 배경과 음모를 추적한다."
리마스터드: 누가 잼 마스터 제이를 죽였나?,영화 NETFLIX ORIGINAL,2018,"2002년 10월, 런DMC의 DJ 잼 마스터 제이가 살해된다. 온갖 의문을 남긴 채. 이대로 그를 보낼 수는 없다! 이제 그의 친구와 가족들이 충격적인 사건을 하나씩 되짚는다."
리마스터드: 닉슨 vs 맨 인 블랙,영화 NETFLIX ORIGINAL,2018,"1970년, 컨트리 가수 조니 캐시가 백악관을 방문한다. 반전운동으로 궁지에 몰린 리처드 닉슨, 그가 여론을 바꾸기 위해 선택한 손님. 하지만 일은 뜻대로 풀리지 않는다."
"리마스터드: 샘 쿡, 두 번 죽다",영화 NETFLIX ORIGINAL,2019,"그는 사람들을 열광시켰고, 누군가는 그를 두려워했다. 소울 뮤지션이자 흑인 민권 운동의 열렬한 지지자였던 샘 쿡. 그의 충격적인 죽음을 새로운 각도에서 재조명한다."
리마스터드: 빅토르 하라의 마지막 노래,영화 NETFLIX ORIGINAL,2019,"세계를 충격으로 몰아넣은 칠레 쿠데타. 그 광포한 현장에서 민중 가수 빅토르 하라가 죽음을 맞는다. 그리고 수십 년이 지난 지금, 진실과 정의를 위한 움직임이 시작된다."
레이 로마노: 홈그라운드,영화 NETFLIX ORIGINAL,2019,"강산이 변해도 마음의 고향은 그대로. 코미디언 레이 로마노가 23년 만의 코미디 스페셜을 준비한다. 무대는 모든 것이 시작된 그곳, 뉴욕에 있는 그의 홈그라운드다!"
래버너스,영화 NETFLIX ORIGINAL,2017,수상: 1 win & 4 nominations.
쥐,영화,2016,수상: 4 nominations.
사랑과 친구 사이,영화,2013,"친구의 사랑을 위해 뭉쳤다. 온갖 희생을 무릅쓰고 사랑의 도피를 성공시키는 절친들. 그러나 친구의 허무한 선택에 좌절하고, 이제는 배신한 우정에 복수하러 뭉친다!"
랑군,영화,2017,수상: 1 win & 9 nominations.
Raman Raghav 2.0,영화,2016,수상: 5 wins & 4 nominations.
"람 다스, 고잉 홈: 마지막 발걸음",영화 NETFLIX ORIGINAL,2018,수상: 1 nomination.
랄피 메이: 언룰리,영화 NETFLIX ORIGINAL,2015,"코미디언 랄피 메이, 과감하고도 유쾌한 그의 입담으로 가득한 Netflix 오리지널 스탠드업 코미디 스페셜."
아버지의 계정으로,영화 NETFLIX ORIGINAL,2018,"어머니의 죽음 이후 아버지를 원망하는 신세대 아들. 그와 관계를 회복하고 싶은 컴맹 아버지. 아들이 대화를 피하자, SNS로 소통을 시작한다. 아름다운 여자의 계정으로."
레인보우 타임,영화,2016,폰즈와 총 등 온갖 별난 것에 집착하는 발달장애 동생. 이런 동생과 함께 살게 된 거만한 남자의 삶엔 어려움이 속출하기 시작한다.
레이더스,영화,2015,"영화 ""레이더스""를 한 장면씩 재현하겠다며 30년 이상 노력해 온 유년 시절 친구 3명이 이 야심 찬 계획을 이제 마무리하려 한다."
하류인생,영화,2004,"이승만 정권 말기. 학창시절 싸움깨나 하던 태웅은 주먹 세계를 주름잡는 조폭으로 성장한다. 격동의 현대사, 그 소용돌이 속에서 그의 하류 인생은 어디로 어떻게 흘러갈까."
하피냐 바스투스: 최후의 농담,영화 NETFLIX ORIGINAL,2018,"실패한 농담으로 경력의 바닥을 찍은 하피냐 바스투스. 이제는 노숙자조차도 불쌍히 여기는 이 남자의 신세. 고소와 이혼이라는 역경을 딛고, 그가 다시 웃기러 돌아왔다!"
금단의 비즈니스,영화,2017,수상: 3 wins & 15 nominations.
라디오 레벨,영화,2012,수상: 1 win.
라디오,영화,2003,수상: 3 wins & 5 nominations.
서핑의 전설 다다: 영원은 없다,영화,2013,"70년대 서핑 영웅, 다다 피게이레두. 스포츠 스타로 이름을 날리며 트렌드를 선도한 그의 파란만장한 삶을 연대기로 살펴본다."
런어웨이 버케이션,영화,2006,수상: 1 win & 2 nominations.
러셀 브랜드: 다시 태어났노라,영화 NETFLIX ORIGINAL,2018,"정치, 사회, 경제, 그 모든 분야를 매의 눈으로 지켜보는 러셀 브랜드. 한 아이의 아빠로서, 전 세계에 영감을 전파하러 이 무대에 섰다. 물론 출연료도 무시 못 하지!"
1970 로마,영화 NETFLIX ORIGINAL,2018,수상: Won 3 Oscars. Another 238 wins & 198 nominations.
R-Point,영화,2004,수상: 1 win.
퀸시 존스의 음악과 삶,영화 NETFLIX ORIGINAL,2018,수상: Nominated for 1 Primetime Emmy. Another 8 wins & 7 nominations.
Quick,영화,2011,
빨래방의 여왕 미미,영화,2015,수상: 5 wins & 5 nominations.
쿼런틴,영화,2008,수상: 6 nominations.
사랑한 이후 2,영화,2015,수상: 1 win & 2 nominations.
사랑한 이후,영화,2011,수상: 1 win & 1 nomination.
장화신은 고양이,영화,2011,수상: Nominated for 1 Oscar. Another 9 wins & 42 nominations.
장화 신은 고양이: 동화책 어드벤처,영화 NETFLIX ORIGINAL,2017,"장화 신은 고양이가 마법의 책 속에 갇혔다! 빨리 친구들한테 돌아가고 싶은데, 나가는 길을 찾을 수가 없네? 기다려라, 장화 신은 고양이. 선택은 내가 맡는다!"
등산의 목적,영화,2016,"가게 매상 올리려 산악회에 가입한 남자, 예쁜 신입을 보고 쾌재를 외친다. 등산 가서 산만 탈 줄 알았지? 부인 놔두고 신입에게 마구 들이대는 이 남자, 과연 어디까지?"
펀치 드렁크 러브,영화,2002,수상: Nominated for 1 Golden Globe. Another 14 wins & 36 nominations.
Punch,영화,2011,수상: 5 wins & 13 nominations.
돌아오지 않는,영화 NETFLIX ORIGINAL,2018,왜 돌아오지 않을까. 살아있긴 한 걸까. 남편을 하염없이 기다리다 어느덧 노파가 된 여인. 그녀는 61년 전 꿈을 좇아 배를 탄 한 청년의 이야기를 손자에게 들려준다.
춤추는개펏지,영화,2014,"""브리튼즈 갓 탤런트""에서 우승한 개가 사랑스러운 춤추는 개 펏지로 출연하여 한 가족의 정든 집을 사악한 개발업자로부터 구해낸다."
공공의 적 1-1 강철중,영화,2008,"강력반 형사생활에 신물 난 강철중. 고등학생 피살사건으로 사표가 반려되자 수사에 나선다. 이 사건 정말 팔수록 가관이네. 배후에 있는 네 놈, 이제 꼼짝없이 죽었어!"
공공의 적,영화,2002,수상: 2 wins.
