title,genre,year,netflix
행오버,영화,2009,수상: Won 1 Golden Globe. Another 12 wins & 25 nominations.
건지 감자껍질파이 북클럽,영화 NETFLIX ORIGINAL,2018,"전쟁 중에 결성된 외딴 섬의 북클럽. 런던의 작가가 그들을 찾아 떠난다. 유쾌하고 용감하게 나치의 점령을 견딘 사람들. 그들을 통해, 그녀의 삶이 반짝이기 시작한다."
완탕 가게 수호신,영화,2016,수상: 1 nomination.
GP506,영화,2008,수상: 1 nomination.
그린 인페르노,영화,2013,수상: 1 win & 6 nominations.
위대한 개츠비,영화,2013,수상: Won 2 Oscars. Another 48 wins & 84 nominations.
대배우,영화,2016,"대사 하나 없는 개 역할만 20년째 이어오던 무명 배우. 굶어 죽게 생긴 어느 날 일생일대의 기회가 오고, 대배우라는 인생역전을 향해 죽기 살기로 연기 혼을 불사른다!"
그랜드 부다페스트 호텔,영화,2014,수상: Won 4 Oscars. Another 128 wins & 222 nominations.
졸업반,영화,2015,짝사랑하던 주희의 은밀한 비밀을 공유하며 친한 사이로 발전한 정우. 그러나 주희가 구설수에 오르면서 그가 지키고자 했던 이상과 환상은 산산조각이 나기 시작한다.
"좋은 놈, 나쁜 놈, 이상한 놈",영화,2008,수상: 10 wins & 27 nominations.
굿 셰퍼드,영화,2006,수상: Nominated for 1 Oscar. Another 2 wins & 11 nominations.
황금 나침반,영화,2007,수상: Won 1 Oscar. Another 6 wins & 32 nominations.
내 노래의 그녀,영화,2016,자유분방한 여대생과 사랑에 빠진 음악가 지망생. 연기처럼 사라진 그녀를 쫓아 버닝맨 축제가 열리는 사막으로 향하면서 사랑 고백과 자아 발견의 모험이 시작된다.
스패니시 골리앗,영화,2017,수상: 19 wins & 17 nominations.
젠틀맨 드라이버,영화,2018,한 분야에서 두각을 나타내기도 어려운 세상. 일도 레이싱도 절대로 포기할 수 없다는 욕심쟁이(?)들이 있다. 스포츠카 레이싱에 남다른 열정과 노력을 쏟아붓는 4인의 재계 거물들. 사람들은 이들을 '젠틀맨 드라이버'라 부른다.
더 게임,영화,1997,수상: 1 nomination.
조용한 남자의 분노,영화,2016,수상: 26 wins & 26 nominations.
보살핌의 정석,영화 NETFLIX ORIGINAL,2016,수상: 3 nominations.
풀몬티,영화,1997,수상: Won 1 Oscar. Another 36 wins & 34 nominations.
오클랜드 경찰을 재건하라,영화,2017,수상: 2 wins & 6 nominations.
혈적자,영화,1975,때는 중국 청나라 시대. 황제는 자신에 반하는 자들을 제거하기 위해 원거리에서도 참수할 수 있는 무기를 개발하기에 이른다. 무릇 폭정은 도를 더해가는 법. 급기야 황제는 자신에게 위협이 될 모두를 향해 무기를 남용하기 시작한다!
The Flu,영화,2013,
5년째 약혼중,영화,2012,만나자마자 불꽃이 튀었다. 바로 약혼으로 이어졌고 결혼은 날만 잡으면 될 일처럼 보였다. 근데 여자에게 온 합격통지서에 결혼은 2년 뒤로 미뤄지고. 계속 현실에 맞춰 살다 보니 끝내 5년간 약혼 중인 둘. 이 커플의 인연은 여기까지?
오독,영화,1978,"죽어가는 무림 고수가 마지막 제자에게 유언을 남긴다. 사형들을 제거하여 문파의 맥을 끊으라는 것. 그렇다면 지네, 뱀, 전갈, 도마뱀, 두꺼비를 형상화한 다섯 무공의 소유자들과 결투를 벌여야 하는데. 사부의 뜻은 이루어질 것인가."
프로마코스,영화,2014,굳은 의지의 아테네 변호인 2명이 대영박물관을 상대로 파르테논 신전 대리석을 그리스로 반환하기 위한 소송을 지휘한다.
파이니스트 아워,영화,2016,수상: 2 wins.
파이널 미션,영화,2017,수상: 1 nomination.
사부: 영춘권 마스터,영화,2015,수상: 16 wins & 20 nominations.
파일 4022일의 사육,영화,2015,"실종 11년 만에 돌아온 친구, 얼굴은 예전과 똑같지만 어딘가 많이 달라졌다. 반가움도 잠시, 친구의 행적을 조사하던 사회부 기자는 상상조차 힘든 거대한 비밀을 알게 된다!"
감정에서 절정으로,영화,2018,수상: 3 wins & 3 nominations.
더 피어 오브 13,영화,2015,수상: 1 win & 4 nominations.
"안녕,헤이즐",영화,2014,수상: 21 wins & 14 nominations.
패스트 & 퓨리어스 도쿄 드리프트,영화,2006,수상: 1 win & 4 nominations.
분노의 질주,영화,2001,수상: 11 wins & 12 nominations.
부모님과 이혼하는 방법,영화,2015,수상: 1 win & 1 nomination.
익스펜더블 2,영화,2012,수상: 4 wins & 5 nominations.
엑소시즘 오브 애나 에클런드,영화,2016,평범한 가정주부에게 악령에 씐 증상이 나타난다. 남편의 손에 이끌려 수녀원에 들어온 그녀에게 구마 의식이 행해지면서 선과 악의 소름 끼치는 싸움이 벌어진다.
더 이퀄라이저,영화,2014,수상: 1 win & 9 nominations.
쿠스코? 쿠스코!,영화,2000,수상: Nominated for 1 Oscar. Another 7 wins & 26 nominations.
아이히만 쇼,영화,2015,수상: 1 nomination.
에코,영화,2008,죽은 어머니의 아파트로 이사 온 전과자는 과거의 기억으로 고통스러워 한다. 옆집에서 나는 불안한 소리가 그에게만 들리자 그의 편집증은 더욱 심화된다.
누군가 살고 있다,영화,2015,"재정난에 처한 남자와 임신한 아내는 멋진 집을 싼 가격에 구입하지만, 또 다른 누군가가 이 집에 살고 있다는 걸 알게 된다."
더 듀크 오브 버건디,영화,2014,나비를 연구하는 전문가와 그 집의 가정부는 여주인과 노예로 은밀한 관계를 유지하지만 이들의 복잡한 로맨스는 새로운 국면을 맞는다.
대니의 침묵,영화,2016,눈앞에서 벌어진 자살 시도의 주인공이 오래전 내 증언 때문에 살인죄를 선고받은 그 아이라니! 우연히 다시 만난 과거의 인연이 억울함을 풀고 싶다며 삶을 위협해온다.
드레스메이커,영화,2015,수상: 15 wins & 38 nominations.
인형의 분노,영화,2017,9개월 전 교통사고로 어린 딸을 잃은 엄마는 슬픔에서 벗어나기 위해 노력 중이다. 하지만 딸이 아직도 곁에 있는 것 같은 느낌을 지울 수 없고. 그래서 결심한다. 딸이 가지고 놀던 인형을 매개로 아이의 영혼을 이 세상에 소환하기로.
인형의 복수,영화,2016,"근사한 새집으로 이사 온 젊은 신혼부부. 남편이 인형을 주워온 뒤부터 집에서 기이한 일이 벌어진다. 한밤중의 인기척, 악취, 그리고 초인종 소리. 이웃은 겁에 질린 얼굴로, 얼마 전 무참히 살해당한 여자아이의 인형이었다고 귀띔한다."
두 오버,영화 NETFLIX ORIGINAL,2016,옛 친구의 권유를 받아들여 자신이 죽은 듯 가장한 한 은행 지점장. 이제 모험으로 가득찬 그의 인생이 시작된다.
The Divine Move,영화,2014,수상: 1 win & 4 nominations.
인서전트,영화,2015,"부모님과 친구를 잃은 트리스. 어느 분파에도 속하지 않는 무리와 함께 반란을 도모한다. 지닌이 찾은 의문의 상자, 그 비밀을 풀 수 있는 다이버전트는 이들 중 누구일까."
디스커버리,영화 NETFLIX ORIGINAL,2017,"하버 박사가 사후세계의 존재를 증명한 '디스커버리' 후 자살이 폭증한다. 박사는 위험한 실험에 매달리고, 그를 불신하는 아들 윌은 위기의 여인 아일라와 가까워진다."
데블스 오운,영화,1997,수상: 1 nomination.
리다 바로바,영화,2016,수상: 3 nominations.
엑소시스트: 악마와 싸우는 사제들,영화,2017,"악마라는 주제는 근처도 가지 마시오. 악마에게 몸을 허락하는 것이니. 과연 이 경고는 현실이 됐을까. 귀신 들린 여인에게 행하는 91세 사제의 퇴마술을 목격하고자, 영화 《엑소시스트》의 감독 윌리엄 프리드킨이 로마를 찾았다."
디센던트,영화,2011,수상: Won 1 Oscar. Another 65 wins & 146 nominations.
해결사,영화,2018,"무술 도장 관장이 수금업자로 부업을 뛴다! 파리만 날리는 도장, 텅텅 빈 통장. 보다 못한 관장은 빚 독촉 업무를 하게 된다. 그런데 이번 대상은 그간 고객들과는 다른 것 같다? 양심이 고개를 드는 가운데, 과연 그가 취할 행동은?"
무지개 너머: 드래그 퀸 마샤 P 존슨,영화 NETFLIX ORIGINAL,2017,수상: 4 wins & 4 nominations.
지구가 멈추는 날,영화,2008,수상: 3 wins & 5 nominations.
투모로우,영화,2004,수상: Won 1 BAFTA Film Award. Another 5 wins & 12 nominations.
더 다키스트 던,영화,2016,수상: 1 win.
다크나이트 라이즈,영화,2012,수상: Nominated for 1 BAFTA Film Award. Another 38 wins & 101 nominations.
다크나이트,영화,2008,수상: Won 2 Oscars. Another 153 wins & 159 nominations.
다즐링 주식회사,영화,2007,수상: 4 wins & 3 nominations.
퀸카가 아니어도 좋아,영화,2015,수상: 1 win & 8 nominations.
아마로 신부의 범죄,영화,2002,수상: Nominated for 1 Oscar. Another 21 wins & 14 nominations.
더 크루,영화 NETFLIX ORIGINAL,2015,수상: 1 win.
크래프트,영화,1996,수상: 1 win & 2 nominations.
코어,영화,2003,지구의 핵이 회전을 멈추고 그 때문에 온갖 기상이변이 들이닥친다. 물리학자 조시 키스는 동료들과 함께 이 엄청난 재난을 막아야 한다.
컨스테이블,영화,2013,"존경받는 경찰관 임국권은 다운증후군 환자인 아들을 키우며 살아가지만, 그의 은퇴를 목전에 두고 아들의 간병인이 음모에 휘말리게 된다."
컨페션,영화,1999,수상: 1 win.
더콘서트,영화,2009,수상: Nominated for 1 Golden Globe. Another 9 wins & 14 nominations.
사랑의 시대,영화,2016,수상: 5 wins & 18 nominations.
클로버필드 패러독스,영화 NETFLIX ORIGINAL,2018,수상: 1 nomination.
The Classified File,영화,2015,수상: 2 wins & 5 nominations.
클래식,영화,2003,수상: 1 nomination.
짝패,영화,2006,수상: 1 win & 6 nominations.
나니아 연대기: 새벽 출정호의 항해,영화,2010,수상: Nominated for 1 Golden Globe. Another 2 wins & 17 nominations.
The Chronicles of Evil,영화,2015,
크리스마스 연대기,영화 NETFLIX ORIGINAL,2018,수상: 2 nominations.
선택받은 소녀들,영화,2015,수상: 7 wins & 14 nominations.
나는 벨기에 사람입니다,영화,2016,수상: 1 nomination.
차이나 허슬: 거대한 사기,영화,2017,수상: 3 nominations.
추격자,영화,2008,수상: 22 wins & 23 nominations.
반드시 잡는다,영화,2017,하나씩 발견되는 변사체. 30년 전 그 사건이 재현되는 것일까. 동네를 잘 아는 70대 노인과 범인을 잘 아는 전직 형사가 펼치는 합동 수사. 이번에는 반드시 잡아야 한다!
스카페이스,영화,2011,수상: 1 nomination.
케이브맨,영화,2001,수상: 4 nominations.
더 카터 이펙트,영화,2017,"2000년부터 2007년까지 8년 연속으로 NBA 올스타에 선정된 최고의 농구 선수, 빈스 카터. 그가 대중문화와 캐나다 농구계에 미친 영향을 집중적으로 파헤치는 다큐멘터리."
캔터빌의 유령,영화,1996,"고색창연한 성으로 이사 온 가족. 한데 이 가족 뭔가 이상하다. 유령이 나와도 당최 무서워하지 않는 데다 딸의 장난이라 여기기까지! 그러던 중 딸이 진짜 유령을 만나면서 그 비밀을 알게 되는데. 유령이면 어때, 내가 도와주겠어!"
로그온 배틀그라운드,영화,2016,"우승 상금 10만 달러! 신개념 가상현실 게임에 초대된 게이머들. 실제를 능가하는 짜릿한 자극에 열광하지만, 곧 이 게임이 얼마나 위험하고 무서운지 깨닫게 된다. 출구 없는 서바이벌 게임, 과연 최후의 승자는 누가 될 것인가?"
케이블 가이,영화,1996,수상: 3 wins & 2 nominations.
암 공화국에서 살아남는 법,영화,2016,수상: 2 nominations.
나비의 꿈,영화,2013,수상: 13 wins & 2 nominations.
욕망의 대지,영화,2008,수상: 2 wins & 3 nominations.
상해탄,영화,1983,"1920년대 상하이. 지식인? 학생 운동? 그에게 돌아온 건 옥살이뿐. 출소 후 암흑가에 발을 내딛지만, 손 씻고 평범한 삶을 살려 했다. 하지만 그가 맞이한 건 핏빛 절망. 이 남자가 할 수 있는 게 복수 외에 무엇이 있으리오."
버킷 리스트,영화,2007,수상: 3 wins & 4 nominations.
이별 조작단,영화 NETFLIX ORIGINAL,2018,수상: 1 nomination.
파르바나: 아프가니스탄의 눈물,영화,2017,수상: Nominated for 1 Oscar. Another 19 wins & 52 nominations.
더 보이 넥스트 도어,영화,2015,수상: 1 win & 6 nominations.
박스트롤,영화,2014,수상: Nominated for 1 Oscar. Another 8 wins & 59 nominations.
바운티 헌터,영화,2010,수상: 4 wins & 5 nominations.
더 보스,영화,2016,수상: 3 nominations.
마놀로와 마법의 책,영화,2014,수상: Nominated for 1 Golden Globe. Another 3 wins & 28 nominations.
블루룸,영화,2014,수상: 1 win & 5 nominations.
블라인드 사이드,영화,2009,수상: Won 1 Oscar. Another 7 wins & 30 nominations.
블라인드 크라이스트,영화,2016,수상: 1 win & 3 nominations.
칼날 위에 서다: 첨단 의학의 덫,영화 NETFLIX ORIGINAL,2018,수상: 2 wins & 2 nominations.
검은 방,영화,2016,"행복한 나날을 꿈꾸며 새집으로 이사 온 부부. 그러나 지하실에 깃든 악마로 인해 욕정의 제물이 되면서, 두 사람이 그리던 행복한 미래는 악몽으로 변하고 만다."
달콤씁쓸한 일방통행,영화,2017,보육원 시절 줄곧 바라봐 온 소녀와 예기치 않게 헤어진 소년. 청년이 되어 그녀를 우연히 만나 결심한다. 꼭 지켜주겠어! 외로운 다짐과 함께 위험한 길로 질주를 시작한다.
빅쇼트,영화,2015,수상: Won 1 Oscar. Another 37 wins & 80 nominations.
빅 카후나,영화,1999,수상: 1 nomination.
빅 배드 폭스,영화,2017,수상: 5 wins & 7 nominations.
베를린,영화,2013,수상: 9 wins & 7 nominations.
뷰티 인사이드,영화,2015,수상: 3 wins & 14 nominations.
비치,영화,2000,수상: 7 nominations.
미드웨이 해전,영화,1942,미드웨이 해전 당시의 전투 기록영상을 담은 존 포드 감독의 다큐멘터리. 공중과 해상에서 펼쳐진 이 전투는 태평양 전쟁의 전환점이 되었다.
더 배터드 배스터즈 오브 베이스볼,영화 NETFLIX ORIGINAL,2014,1970년대에 배우 빙 러셀이 시작한 허접스럽운 독립 약체 야구 팀인 포틀랜드 매버릭스의 실제 이야기.
바클리 마라톤 : 한계에 도전하는 사람들,영화,2014,수상: 2 wins & 2 nominations.
적각비협,영화,1993,"부모님을 여읜 후 아버지 친구를 찾아간 청년. 갈 곳 없는 무일푼 맨발의 그를 거둬준 아저씨 곁에서 일을 돕기 시작한다. 하지만 유혹에 흔들린 청년은 더러운 자와 손을 잡고 그간의 신의를 깨는데. 어리석은 잘못, 되돌릴 수 있을까?"
더 바,영화,2017,수상: 1 win & 13 nominations.
카우보이의 노래,영화 NETFLIX ORIGINAL,2018,수상: Nominated for 3 Oscars. Another 8 wins & 36 nominations.
나쁜 아이는 없다,영화,2016,수상: 2 wins & 4 nominations.
버려진 자들의 땅,영화 NETFLIX ORIGINAL,2016,수상: 1 win & 3 nominations.
사탄의 베이비시터,영화 NETFLIX ORIGINAL,2017,12살 소년 콜에게 새 베이비시터가 왔다. 섹시한 건 좋은데 피 범벅의 숭배 의식? 베이비시터의 비밀을 알게 된 콜과 입막음하려는 그녀의 추종자들. 전쟁은 시작됐다!
바바둑,영화,2014,수상: 56 wins & 63 nominations.
